LIBRARY,BORROWER_CATEGORY,"TOTAL BORROWERS","BORROWERS RENEWED LAST MONTH","BORROWERS ADDED LAST MONTH","BORROWERS DELETED LAST MONTH","THIS LIBRARY CAN ACCESS THIS CATEGORY"
"Tonganoxie Public Library","Hoopla E-Content User",,,,,
"Tonganoxie Public Library","Horton Family Other",,,,,
"Tonganoxie Public Library","Horton Family User",,,,,
"Tonganoxie Public Library","Horton Special User",,,,,
"Tonganoxie Public Library","In-House Use by Library Staff (exempt)",3,,,,Yes
"Tonganoxie Public Library","Interlibrary Loan (exempt-ILL)",17,,,,Yes
"Tonganoxie Public Library","Library associate (exempt)",16,,,,Yes
"Tonganoxie Public Library","Library Associate.",,,,,
"Tonganoxie Public Library","Library Board",,,,,
"Tonganoxie Public Library","Minor - 0-11",1,,,1,
"Tonganoxie Public Library","Minor - 12",,,,,
"Tonganoxie Public Library","Minor - 13-17",1,,,1,
"Tonganoxie Public Library","Minor temporary",,,,,
"Tonganoxie Public Library","Minor-Digital only (age 00-11)",2,,,,
"Tonganoxie Public Library","Minor-Digital only (age 00-17)",,,,,
"Tonganoxie Public Library","Minor-Digital only (age 12)",,,,,
"Tonganoxie Public Library","Minor-Digital only (ages 13-17)",,,,,
"Tonganoxie Public Library","Osawatomie Student User",,,,,
"Tonganoxie Public Library","Other Adult",16,,,,Yes
"Tonganoxie Public Library","Other Child",3,,,,Yes
"Tonganoxie Public Library","Self registerd",1,1,,,Yes
"Tonganoxie Public Library","Student - Public Library",,,,,
"Tonganoxie Public Library","Student (exempt)",,,,,
"Tonganoxie Public Library","SYSTEM login only (exempt)",8,,,,
"Tonganoxie Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Tonganoxie Public Library","Teacher/Faculty/Administrator (exempt)",15,1,,,Yes
"Valley Falls, Delaware Township Library",Adult,432,6,5,4,Yes
"Valley Falls, Delaware Township Library","Adult temporary",,,,,
"Valley Falls, Delaware Township Library","Adult-Digital only",,,,,
"Valley Falls, Delaware Township Library","Book Club",,,,,Yes
"Valley Falls, Delaware Township Library",Child,88,2,2,1,Yes
"Valley Falls, Delaware Township Library","College Student",,,,,
"Valley Falls, Delaware Township Library","For statistical purposes ",,,,,
"Valley Falls, Delaware Township Library","Highland Community College Community Member",,,,,
"Valley Falls, Delaware Township Library","Highland Community College Faculty",,,,,
"Valley Falls, Delaware Township Library","Highland Community College Faculty Outreach",,,,,
"Valley Falls, Delaware Township Library","Highland Community College Staff",,,,,
"Valley Falls, Delaware Township Library","Highland Community College Student",,,,,
"Valley Falls, Delaware Township Library","Highland Community College Student Outreach",,,,,
"Valley Falls, Delaware Township Library",Homebound,,,,,
"Valley Falls, Delaware Township Library","Hoopla E-Content User",,,,,
"Valley Falls, Delaware Township Library","Horton Family Other",,,,,
"Valley Falls, Delaware Township Library","Horton Family User",,,,,
"Valley Falls, Delaware Township Library","Horton Special User",,,,,
"Valley Falls, Delaware Township Library","In-House Use by Library Staff (exempt)",,,,,
"Valley Falls, Delaware Township Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Valley Falls, Delaware Township Library","Library associate (exempt)",13,,,,Yes
"Valley Falls, Delaware Township Library","Library Associate.",,,,,
"Valley Falls, Delaware Township Library","Library Board",,,,,
"Valley Falls, Delaware Township Library","Minor - 0-11",,,,,
"Valley Falls, Delaware Township Library","Minor - 12",,,,,
"Valley Falls, Delaware Township Library","Minor - 13-17",,,,,
"Valley Falls, Delaware Township Library","Minor temporary",,,,,
"Valley Falls, Delaware Township Library","Minor-Digital only (age 00-11)",,,,,
"Valley Falls, Delaware Township Library","Minor-Digital only (age 00-17)",,,,,
"Valley Falls, Delaware Township Library","Minor-Digital only (age 12)",,,,,
"Valley Falls, Delaware Township Library","Minor-Digital only (ages 13-17)",,,,,
"Valley Falls, Delaware Township Library","Osawatomie Student User",,,,,
"Valley Falls, Delaware Township Library","Other Adult",11,,,,Yes
"Valley Falls, Delaware Township Library","Other Child",4,,,,Yes
"Valley Falls, Delaware Township Library","Self registerd",,,,,Yes
"Valley Falls, Delaware Township Library","Student - Public Library",,,,,
"Valley Falls, Delaware Township Library","Student (exempt)",,,,,
"Valley Falls, Delaware Township Library","SYSTEM login only (exempt)",3,,,,
"Valley Falls, Delaware Township Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Valley Falls, Delaware Township Library","Teacher/Faculty/Administrator (exempt)",18,1,,,Yes
"Wellsville City Library",Adult,686,12,5,4,Yes
"Wellsville City Library","Adult temporary",,,,,
"Wellsville City Library","Adult-Digital only",,,,,
"Wellsville City Library","Book Club",2,,,,Yes
"Wellsville City Library",Child,297,5,2,3,Yes
"Wellsville City Library","College Student",,,,,
"Wellsville City Library","For statistical purposes ",,,,,
"Wellsville City Library","Highland Community College Community Member",,,,,
"Wellsville City Library","Highland Community College Faculty",,,,,
"Wellsville City Library","Highland Community College Faculty Outreach",,,,,
"Wellsville City Library","Highland Community College Staff",,,,,
"Wellsville City Library","Highland Community College Student",,,,,
"Wellsville City Library","Highland Community College Student Outreach",,,,,
"Wellsville City Library",Homebound,,,,,
"Wellsville City Library","Hoopla E-Content User",,,,,
"Wellsville City Library","Horton Family Other",,,,,
"Wellsville City Library","Horton Family User",,,,,
"Wellsville City Library","Horton Special User",,,,,
"Wellsville City Library","In-House Use by Library Staff (exempt)",1,,,,Yes
"Wellsville City Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Wellsville City Library","Library associate (exempt)",1,,,,Yes
"Wellsville City Library","Library Associate.",,,,,
"Wellsville City Library","Library Board",,,,,
"Wellsville City Library","Minor - 0-11",,,,,
"Wellsville City Library","Minor - 12",,,,,
"Wellsville City Library","Minor - 13-17",,,,,
"Wellsville City Library","Minor temporary",,,,,
"Wellsville City Library","Minor-Digital only (age 00-11)",,,,,
"Wellsville City Library","Minor-Digital only (age 00-17)",,,,,
"Wellsville City Library","Minor-Digital only (age 12)",,,,,
"Wellsville City Library","Minor-Digital only (ages 13-17)",,,,,
"Wellsville City Library","Osawatomie Student User",,,,,
"Wellsville City Library","Other Adult",108,2,,1,Yes
"Wellsville City Library","Other Child",4,1,,,Yes
"Wellsville City Library","Self registerd",,,,,Yes
"Wellsville City Library","Student - Public Library",,,,,
"Wellsville City Library","Student (exempt)",,,,,
"Wellsville City Library","SYSTEM login only (exempt)",3,,,,
"Wellsville City Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Wellsville City Library","Teacher/Faculty/Administrator (exempt)",24,1,,2,Yes
"Wetmore Public Library",Adult,209,11,1,,Yes
"Wetmore Public Library","Adult temporary",,,,,
"Wetmore Public Library","Adult-Digital only",,,,,
"Wetmore Public Library","Book Club",2,,,,Yes
"Wetmore Public Library",Child,107,2,1,1,Yes
"Wetmore Public Library","College Student",,,,,
"Wetmore Public Library","For statistical purposes ",,,,,
"Wetmore Public Library","Highland Community College Community Member",,,,,
"Wetmore Public Library","Highland Community College Faculty",,,,,
"Wetmore Public Library","Highland Community College Faculty Outreach",,,,,
"Wetmore Public Library","Highland Community College Staff",,,,,
"Wetmore Public Library","Highland Community College Student",,,,,
"Wetmore Public Library","Highland Community College Student Outreach",,,,,
"Wetmore Public Library",Homebound,,,,,
"Wetmore Public Library","Hoopla E-Content User",,,,,
"Wetmore Public Library","Horton Family Other",,,,,
"Wetmore Public Library","Horton Family User",,,,,
"Wetmore Public Library","Horton Special User",,,,,
"Wetmore Public Library","In-House Use by Library Staff (exempt)",,,,,
"Wetmore Public Library","Interlibrary Loan (exempt-ILL)",1,,,,Yes
"Wetmore Public Library","Library associate (exempt)",,,,,
"Wetmore Public Library","Library Associate.",,,,,
"Wetmore Public Library","Library Board",,,,,
"Wetmore Public Library","Minor - 0-11",,,,,
"Wetmore Public Library","Minor - 12",,,,,
"Wetmore Public Library","Minor - 13-17",,,,,
"Wetmore Public Library","Minor temporary",,,,,
"Wetmore Public Library","Minor-Digital only (age 00-11)",,,,,
"Wetmore Public Library","Minor-Digital only (age 00-17)",,,,,
"Wetmore Public Library","Minor-Digital only (age 12)",,,,,
"Wetmore Public Library","Minor-Digital only (ages 13-17)",,,,,
"Wetmore Public Library","Osawatomie Student User",,,,,
"Wetmore Public Library","Other Adult",,,,,Yes
"Wetmore Public Library","Other Child",,,,,Yes
"Wetmore Public Library","Self registerd",,,,,Yes
"Wetmore Public Library","Student - Public Library",,,,,
"Wetmore Public Library","Student (exempt)",,,,,
"Wetmore Public Library","SYSTEM login only (exempt)",3,,,,
"Wetmore Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Wetmore Public Library","Teacher/Faculty/Administrator (exempt)",2,,,,Yes
"Williamsburg Community Library",Adult,268,4,,2,Yes
"Williamsburg Community Library","Adult temporary",,,,,
"Williamsburg Community Library","Adult-Digital only",,,,,
"Williamsburg Community Library","Book Club",8,,,,Yes
"Williamsburg Community Library",Child,98,1,,,Yes
"Williamsburg Community Library","College Student",1,,,,Yes
"Williamsburg Community Library","For statistical purposes ",,,,,
"Williamsburg Community Library","Highland Community College Community Member",,,,,
"Williamsburg Community Library","Highland Community College Faculty",,,,,
"Williamsburg Community Library","Highland Community College Faculty Outreach",,,,,
"Williamsburg Community Library","Highland Community College Staff",,,,,
"Williamsburg Community Library","Highland Community College Student",,,,,
"Williamsburg Community Library","Highland Community College Student Outreach",,,,,
"Williamsburg Community Library",Homebound,,,,,
"Williamsburg Community Library","Hoopla E-Content User",,,,,
"Williamsburg Community Library","Horton Family Other",,,,,
"Williamsburg Community Library","Horton Family User",,,,,
"Williamsburg Community Library","Horton Special User",,,,,
"Williamsburg Community Library","In-House Use by Library Staff (exempt)",1,,,,Yes
"Williamsburg Community Library","Interlibrary Loan (exempt-ILL)",272,,,,Yes
"Williamsburg Community Library","Library associate (exempt)",,,,,
"Williamsburg Community Library","Library Associate.",,,,,
"Williamsburg Community Library","Library Board",,,,,
"Williamsburg Community Library","Minor - 0-11",,,,,
"Williamsburg Community Library","Minor - 12",,,,,
"Williamsburg Community Library","Minor - 13-17",,,,,
"Williamsburg Community Library","Minor temporary",,,,,
"Williamsburg Community Library","Minor-Digital only (age 00-11)",,,,,
"Williamsburg Community Library","Minor-Digital only (age 00-17)",,,,,
"Williamsburg Community Library","Minor-Digital only (age 12)",,,,,
"Williamsburg Community Library","Minor-Digital only (ages 13-17)",,,,,
"Williamsburg Community Library","Osawatomie Student User",,,,,
"Williamsburg Community Library","Other Adult",2,,,,Yes
"Williamsburg Community Library","Other Child",,,,,Yes
"Williamsburg Community Library","Self registerd",,,,,Yes
"Williamsburg Community Library","Student - Public Library",,,,,
"Williamsburg Community Library","Student (exempt)",,,,,
"Williamsburg Community Library","SYSTEM login only (exempt)",5,,,,
"Williamsburg Community Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Williamsburg Community Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Winchester Public Library",Adult,464,11,1,3,Yes
"Winchester Public Library","Adult temporary",,,,,
"Winchester Public Library","Adult-Digital only",,,,,
"Winchester Public Library","Book Club",1,,,,Yes
"Winchester Public Library",Child,86,,,,Yes
"Winchester Public Library","College Student",,,,,
"Winchester Public Library","For statistical purposes ",,,,,
"Winchester Public Library","Highland Community College Community Member",,,,,
"Winchester Public Library","Highland Community College Faculty",,,,,
"Winchester Public Library","Highland Community College Faculty Outreach",,,,,
"Winchester Public Library","Highland Community College Staff",,,,,
"Winchester Public Library","Highland Community College Student",,,,,
"Winchester Public Library","Highland Community College Student Outreach",,,,,
"Winchester Public Library",Homebound,3,,,,Yes
"Winchester Public Library","Hoopla E-Content User",,,,,
"Winchester Public Library","Horton Family Other",,,,,
"Winchester Public Library","Horton Family User",,,,,
"Winchester Public Library","Horton Special User",,,,,
"Winchester Public Library","In-House Use by Library Staff (exempt)",,,,,
"Winchester Public Library","Interlibrary Loan (exempt-ILL)",171,,1,,Yes
"Winchester Public Library","Library associate (exempt)",4,1,,,Yes
"Winchester Public Library","Library Associate.",,,,,
"Winchester Public Library","Library Board",,,,,
"Winchester Public Library","Minor - 0-11",,,,,
"Winchester Public Library","Minor - 12",,,,,
"Winchester Public Library","Minor - 13-17",,,,,
"Winchester Public Library","Minor temporary",,,,,
"Winchester Public Library","Minor-Digital only (age 00-11)",,,,,
"Winchester Public Library","Minor-Digital only (age 00-17)",,,,,
"Winchester Public Library","Minor-Digital only (age 12)",,,,,
"Winchester Public Library","Minor-Digital only (ages 13-17)",1,,,,
"Winchester Public Library","Osawatomie Student User",,,,,
"Winchester Public Library","Other Adult",3,,,,Yes
"Winchester Public Library","Other Child",,,,,Yes
"Winchester Public Library","Self registerd",2,,,,Yes
"Winchester Public Library","Student - Public Library",,,,,
"Winchester Public Library","Student (exempt)",,,,,
"Winchester Public Library","SYSTEM login only (exempt)",3,,,,
"Winchester Public Library","Teacher/Faculty/Administrator - Public Library",,,,,
"Winchester Public Library","Teacher/Faculty/Administrator (exempt)",,,,,
