Library,"Borrower category","Total items checked out/renewed","Adult items checked out/renewed","Young-adult items checked out/renewed","Juvenile items checked out/renewed","Other items checked out/renewed"
"Tonganoxie Public Library","Adult - digital only",,,,,
"Tonganoxie Public Library","Adult - homebound",,,,,
"Tonganoxie Public Library","Adult - library associate",,,,,
"Tonganoxie Public Library","Adult - library board of trustees",,,,,
"Tonganoxie Public Library","Adult - other",83,28,3,52,
"Tonganoxie Public Library","Adult - self registered during the pandemic",,,,,
"Tonganoxie Public Library","Adult - temporary",,,,,
"Tonganoxie Public Library","Highland Community College - community member",,,,,
"Tonganoxie Public Library","Highland Community College - faculty",,,,,
"Tonganoxie Public Library","Highland Community College - faculty outreach",,,,,
"Tonganoxie Public Library","Highland Community College - staff",,,,,
"Tonganoxie Public Library","Highland Community College - student",,,,,
"Tonganoxie Public Library","Highland Community College - student outreach",,,,,
"Tonganoxie Public Library","Louisburg - Hoopla access",,,,,
"Tonganoxie Public Library","Minor - (age 00-11)",,,,,
"Tonganoxie Public Library","Minor - (age 00-17)",604,126,22,456,
"Tonganoxie Public Library","Minor - (age 12)",2,1,,1,
"Tonganoxie Public Library","Minor - (age 13-17)",3,3,,,
"Tonganoxie Public Library","Minor - digital only (age 00-11)",,,,,
"Tonganoxie Public Library","Minor - digital only (age 00-17)",,,,,
"Tonganoxie Public Library","Minor - digital only (age 12)",,,,,
"Tonganoxie Public Library","Minor - digital only (ages 13-17)",,,,,
"Tonganoxie Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Tonganoxie Public Library","Minor - other (age 00-17)",,,,,
"Tonganoxie Public Library","Minor - temporary",,,,,
"Tonganoxie Public Library","Organization - book club",34,33,1,,
"Tonganoxie Public Library","Organization - interlibrary loan (exempt-ILL)",28,20,3,5,
"Tonganoxie Public Library","Staff - in house use (exempt)",,,,,
"Tonganoxie Public Library","Staff - library associate (exempt)",82,76,1,5,
"Tonganoxie Public Library","Staff - Permissions template",,,,,
"Tonganoxie Public Library","Staff - SIP user",,,,,
"Tonganoxie Public Library","Staff - statistical purposes",,,,,
"Tonganoxie Public Library","Staff - system login (exempt)",,,,,
"Tonganoxie Public Library","Student (exempt)",,,,,
"Tonganoxie Public Library","Student (public library)",,,,,
"Tonganoxie Public Library","Teacher/Faculty/Administrator (exempt)",259,69,30,160,
"Tonganoxie Public Library","Teacher/Faculty/Administrator (public library)",,,,,
"Valley Falls, Delaware Township Library",Adult,448,254,16,177,1
"Valley Falls, Delaware Township Library","Adult - college student",,,,,
"Valley Falls, Delaware Township Library","Adult - digital only",,,,,
"Valley Falls, Delaware Township Library","Adult - homebound",,,,,
"Valley Falls, Delaware Township Library","Adult - library associate",,,,,
"Valley Falls, Delaware Township Library","Adult - library board of trustees",,,,,
"Valley Falls, Delaware Township Library","Adult - other",,,,,
"Valley Falls, Delaware Township Library","Adult - self registered during the pandemic",,,,,
"Valley Falls, Delaware Township Library","Adult - temporary",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - community member",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - faculty",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - faculty outreach",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - staff",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - student",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - student outreach",,,,,
"Valley Falls, Delaware Township Library","Louisburg - Hoopla access",,,,,
"Valley Falls, Delaware Township Library","Minor - (age 00-11)",,,,,
"Valley Falls, Delaware Township Library","Minor - (age 00-17)",13,2,3,8,
"Valley Falls, Delaware Township Library","Minor - (age 12)",,,,,
"Valley Falls, Delaware Township Library","Minor - (age 13-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (age 00-11)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (age 00-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (age 12)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (ages 13-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - Osawatomie student (age 00-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - other (age 00-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - temporary",,,,,
"Valley Falls, Delaware Township Library","Organization - book club",,,,,
"Valley Falls, Delaware Township Library","Organization - interlibrary loan (exempt-ILL)",,,,,
"Valley Falls, Delaware Township Library","Staff - in house use (exempt)",,,,,
"Valley Falls, Delaware Township Library","Staff - library associate (exempt)",,,,,
"Valley Falls, Delaware Township Library","Staff - Permissions template",,,,,
"Valley Falls, Delaware Township Library","Staff - SIP user",,,,,
"Valley Falls, Delaware Township Library","Staff - statistical purposes",,,,,
"Valley Falls, Delaware Township Library","Staff - system login (exempt)",,,,,
"Valley Falls, Delaware Township Library","Student (exempt)",,,,,
"Valley Falls, Delaware Township Library","Student (public library)",,,,,
"Valley Falls, Delaware Township Library","Teacher/Faculty/Administrator (exempt)",28,25,3,,
"Valley Falls, Delaware Township Library","Teacher/Faculty/Administrator (public library)",,,,,
"Wellsville City Library",Adult,784,416,94,274,
"Wellsville City Library","Adult - college student",,,,,
"Wellsville City Library","Adult - digital only",,,,,
"Wellsville City Library","Adult - homebound",,,,,
"Wellsville City Library","Adult - library associate",,,,,
"Wellsville City Library","Adult - library board of trustees",,,,,
"Wellsville City Library","Adult - other",192,119,31,42,
"Wellsville City Library","Adult - self registered during the pandemic",,,,,
"Wellsville City Library","Adult - temporary",,,,,
"Wellsville City Library","Highland Community College - community member",,,,,
"Wellsville City Library","Highland Community College - faculty",,,,,
"Wellsville City Library","Highland Community College - faculty outreach",,,,,
"Wellsville City Library","Highland Community College - staff",,,,,
"Wellsville City Library","Highland Community College - student",,,,,
"Wellsville City Library","Highland Community College - student outreach",,,,,
"Wellsville City Library","Louisburg - Hoopla access",,,,,
"Wellsville City Library","Minor - (age 00-11)",,,,,
"Wellsville City Library","Minor - (age 00-17)",241,58,64,119,
"Wellsville City Library","Minor - (age 12)",,,,,
"Wellsville City Library","Minor - (age 13-17)",,,,,
"Wellsville City Library","Minor - digital only (age 00-11)",,,,,
"Wellsville City Library","Minor - digital only (age 00-17)",,,,,
"Wellsville City Library","Minor - digital only (age 12)",,,,,
"Wellsville City Library","Minor - digital only (ages 13-17)",,,,,
"Wellsville City Library","Minor - Osawatomie student (age 00-17)",,,,,
"Wellsville City Library","Minor - other (age 00-17)",9,3,6,,
"Wellsville City Library","Minor - temporary",,,,,
"Wellsville City Library","Organization - book club",,,,,
"Wellsville City Library","Organization - interlibrary loan (exempt-ILL)",12,7,2,3,
"Wellsville City Library","Staff - in house use (exempt)",2,2,,,
"Wellsville City Library","Staff - library associate (exempt)",49,33,13,3,
"Wellsville City Library","Staff - Permissions template",,,,,
"Wellsville City Library","Staff - SIP user",,,,,
"Wellsville City Library","Staff - statistical purposes",,,,,
"Wellsville City Library","Staff - system login (exempt)",,,,,
"Wellsville City Library","Student (exempt)",,,,,
"Wellsville City Library","Student (public library)",,,,,
"Wellsville City Library","Teacher/Faculty/Administrator (exempt)",139,26,72,41,
"Wellsville City Library","Teacher/Faculty/Administrator (public library)",,,,,
"Wetmore Public Library",Adult,257,194,2,61,
"Wetmore Public Library","Adult - college student",,,,,
"Wetmore Public Library","Adult - digital only",,,,,
"Wetmore Public Library","Adult - homebound",,,,,
"Wetmore Public Library","Adult - library associate",,,,,
"Wetmore Public Library","Adult - library board of trustees",,,,,
"Wetmore Public Library","Adult - other",,,,,
"Wetmore Public Library","Adult - self registered during the pandemic",,,,,
"Wetmore Public Library","Adult - temporary",,,,,
"Wetmore Public Library","Highland Community College - community member",,,,,
"Wetmore Public Library","Highland Community College - faculty",,,,,
"Wetmore Public Library","Highland Community College - faculty outreach",,,,,
"Wetmore Public Library","Highland Community College - staff",,,,,
"Wetmore Public Library","Highland Community College - student",,,,,
"Wetmore Public Library","Highland Community College - student outreach",,,,,
"Wetmore Public Library","Louisburg - Hoopla access",,,,,
"Wetmore Public Library","Minor - (age 00-11)",,,,,
"Wetmore Public Library","Minor - (age 00-17)",15,4,2,9,
"Wetmore Public Library","Minor - (age 12)",,,,,
"Wetmore Public Library","Minor - (age 13-17)",,,,,
"Wetmore Public Library","Minor - digital only (age 00-11)",,,,,
"Wetmore Public Library","Minor - digital only (age 00-17)",,,,,
"Wetmore Public Library","Minor - digital only (age 12)",,,,,
"Wetmore Public Library","Minor - digital only (ages 13-17)",,,,,
"Wetmore Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Wetmore Public Library","Minor - other (age 00-17)",,,,,
"Wetmore Public Library","Minor - temporary",,,,,
"Wetmore Public Library","Organization - book club",,,,,
"Wetmore Public Library","Organization - interlibrary loan (exempt-ILL)",8,5,3,,
"Wetmore Public Library","Staff - in house use (exempt)",,,,,
"Wetmore Public Library","Staff - library associate (exempt)",,,,,
"Wetmore Public Library","Staff - Permissions template",,,,,
"Wetmore Public Library","Staff - SIP user",,,,,
"Wetmore Public Library","Staff - statistical purposes",,,,,
"Wetmore Public Library","Staff - system login (exempt)",,,,,
"Wetmore Public Library","Student (exempt)",,,,,
"Wetmore Public Library","Student (public library)",,,,,
"Wetmore Public Library","Teacher/Faculty/Administrator (exempt)",3,3,,,
"Wetmore Public Library","Teacher/Faculty/Administrator (public library)",,,,,
"Williamsburg Community Library",Adult,118,77,1,40,
"Williamsburg Community Library","Adult - college student",,,,,
"Williamsburg Community Library","Adult - digital only",,,,,
"Williamsburg Community Library","Adult - homebound",,,,,
"Williamsburg Community Library","Adult - library associate",,,,,
"Williamsburg Community Library","Adult - library board of trustees",,,,,
"Williamsburg Community Library","Adult - other",9,4,,5,
"Williamsburg Community Library","Adult - self registered during the pandemic",,,,,
"Williamsburg Community Library","Adult - temporary",,,,,
"Williamsburg Community Library","Highland Community College - community member",,,,,
"Williamsburg Community Library","Highland Community College - faculty",,,,,
"Williamsburg Community Library","Highland Community College - faculty outreach",,,,,
"Williamsburg Community Library","Highland Community College - staff",,,,,
"Williamsburg Community Library","Highland Community College - student",,,,,
"Williamsburg Community Library","Highland Community College - student outreach",,,,,
"Williamsburg Community Library","Louisburg - Hoopla access",,,,,
"Williamsburg Community Library","Minor - (age 00-11)",,,,,
"Williamsburg Community Library","Minor - (age 00-17)",,,,,
"Williamsburg Community Library","Minor - (age 12)",,,,,
"Williamsburg Community Library","Minor - (age 13-17)",,,,,
"Williamsburg Community Library","Minor - digital only (age 00-11)",,,,,
"Williamsburg Community Library","Minor - digital only (age 00-17)",,,,,
"Williamsburg Community Library","Minor - digital only (age 12)",,,,,
"Williamsburg Community Library","Minor - digital only (ages 13-17)",,,,,
"Williamsburg Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Williamsburg Community Library","Minor - other (age 00-17)",6,,6,,
"Williamsburg Community Library","Minor - temporary",,,,,
"Williamsburg Community Library","Organization - book club",59,,2,57,
"Williamsburg Community Library","Organization - interlibrary loan (exempt-ILL)",67,43,2,22,
"Williamsburg Community Library","Staff - in house use (exempt)",,,,,
"Williamsburg Community Library","Staff - library associate (exempt)",,,,,
"Williamsburg Community Library","Staff - Permissions template",,,,,
"Williamsburg Community Library","Staff - SIP user",,,,,
"Williamsburg Community Library","Staff - statistical purposes",,,,,
"Williamsburg Community Library","Staff - system login (exempt)",,,,,
"Williamsburg Community Library","Student (exempt)",,,,,
"Williamsburg Community Library","Student (public library)",,,,,
"Williamsburg Community Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Williamsburg Community Library","Teacher/Faculty/Administrator (public library)",,,,,
"Winchester Public Library",Adult,512,201,19,292,
"Winchester Public Library","Adult - college student",,,,,
"Winchester Public Library","Adult - digital only",,,,,
"Winchester Public Library","Adult - homebound",,,,,
"Winchester Public Library","Adult - library associate",,,,,
"Winchester Public Library","Adult - library board of trustees",,,,,
"Winchester Public Library","Adult - other",7,7,,,
"Winchester Public Library","Adult - self registered during the pandemic",,,,,
"Winchester Public Library","Adult - temporary",,,,,
"Winchester Public Library","Highland Community College - community member",,,,,
"Winchester Public Library","Highland Community College - faculty",,,,,
"Winchester Public Library","Highland Community College - faculty outreach",,,,,
"Winchester Public Library","Highland Community College - staff",,,,,
"Winchester Public Library","Highland Community College - student",,,,,
"Winchester Public Library","Highland Community College - student outreach",,,,,
"Winchester Public Library","Louisburg - Hoopla access",,,,,
"Winchester Public Library","Minor - (age 00-11)",,,,,
"Winchester Public Library","Minor - (age 00-17)",21,1,3,17,
"Winchester Public Library","Minor - (age 12)",,,,,
"Winchester Public Library","Minor - (age 13-17)",,,,,
"Winchester Public Library","Minor - digital only (age 00-11)",,,,,
"Winchester Public Library","Minor - digital only (age 00-17)",,,,,
"Winchester Public Library","Minor - digital only (age 12)",,,,,
"Winchester Public Library","Minor - digital only (ages 13-17)",,,,,
"Winchester Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Winchester Public Library","Minor - other (age 00-17)",81,1,,80,
"Winchester Public Library","Minor - temporary",,,,,
"Winchester Public Library","Organization - book club",,,,,
"Winchester Public Library","Organization - interlibrary loan (exempt-ILL)",8,7,,1,
"Winchester Public Library","Staff - in house use (exempt)",,,,,
"Winchester Public Library","Staff - library associate (exempt)",15,15,,,
"Winchester Public Library","Staff - Permissions template",,,,,
"Winchester Public Library","Staff - SIP user",,,,,
"Winchester Public Library","Staff - statistical purposes",,,,,
"Winchester Public Library","Staff - system login (exempt)",,,,,
"Winchester Public Library","Student (exempt)",,,,,
"Winchester Public Library","Student (public library)",,,,,
"Winchester Public Library","Teacher/Faculty/Administrator (exempt)",72,17,3,52,
"Winchester Public Library","Teacher/Faculty/Administrator (public library)",,,,,
