LIBRARY,BORROWER_CATEGORY,"TOTAL BORROWERS","BORROWERS RENEWED LAST MONTH","BORROWERS ADDED LAST MONTH","BORROWERS DELETED LAST MONTH","THIS LIBRARY CAN ACCESS THIS CATEGORY"
"Seneca Free Library","Staff - statistical purposes",,,,,
"Seneca Free Library","Staff - system login (exempt)",23,,,,
"Seneca Free Library","Student (exempt)",,,,,
"Seneca Free Library","Student (public library)",11,,,,Yes
"Seneca Free Library","Teacher/Faculty/Administrator (exempt)",8,,,,Yes
"Seneca Free Library","Teacher/Faculty/Administrator (public library)",,,,,
"Silver Lake Library",Adult,808,18,1,,Yes
"Silver Lake Library","Adult - college student",,,,,
"Silver Lake Library","Adult - digital only",,,,,
"Silver Lake Library","Adult - homebound",,,,,
"Silver Lake Library","Adult - library associate",,,,,
"Silver Lake Library","Adult - library board of trustees",,,,,
"Silver Lake Library","Adult - other",,,,,Yes
"Silver Lake Library","Adult - self registered during the pandemic",1,,,,
"Silver Lake Library","Adult - temporary",,,,,
"Silver Lake Library","Highland Community College - community member",,,,,
"Silver Lake Library","Highland Community College - faculty",,,,,
"Silver Lake Library","Highland Community College - faculty outreach",,,,,
"Silver Lake Library","Highland Community College - staff",,,,,
"Silver Lake Library","Highland Community College - student",,,,,
"Silver Lake Library","Highland Community College - student outreach",,,,,
"Silver Lake Library","Louisburg - Hoopla access",,,,,
"Silver Lake Library","Minor - (age 00-11)",111,,,,Yes
"Silver Lake Library","Minor - (age 00-17)",1,,,,
"Silver Lake Library","Minor - (age 12)",20,,1,,Yes
"Silver Lake Library","Minor - (age 13-17)",144,2,,,Yes
"Silver Lake Library","Minor - digital only (age 00-11)",,,,,
"Silver Lake Library","Minor - digital only (age 00-17)",,,,,
"Silver Lake Library","Minor - digital only (age 12)",,,,,
"Silver Lake Library","Minor - digital only (ages 13-17)",,,,,
"Silver Lake Library","Minor - Osawatomie student (age 00-17)",,,,,
"Silver Lake Library","Minor - other (age 00-17)",,,,,Yes
"Silver Lake Library","Minor - temporary",,,,,
"Silver Lake Library","Organization - book club",,,,,Yes
"Silver Lake Library","Organization - interlibrary loan (exempt-ILL)",15,,,,Yes
"Silver Lake Library","Staff - in house use (exempt)",,,,,
"Silver Lake Library","Staff - library associate (exempt)",,,,,
"Silver Lake Library","Staff - Permissions template",,,,,
"Silver Lake Library","Staff - SIP user",2,,,,
"Silver Lake Library","Staff - statistical purposes",,,,,
"Silver Lake Library","Staff - system login (exempt)",23,,,,
"Silver Lake Library","Student (exempt)",,,,,
"Silver Lake Library","Student (public library)",,,,,
"Silver Lake Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Silver Lake Library","Teacher/Faculty/Administrator (public library)",1,,,,Yes
"Tonganoxie Public Library",Adult,3992,69,31,,Yes
"Tonganoxie Public Library","Adult - college student",,,,,
"Tonganoxie Public Library","Adult - digital only",,,,,
"Tonganoxie Public Library","Adult - homebound",3,,,,Yes
"Tonganoxie Public Library","Adult - library associate",,,,,
"Tonganoxie Public Library","Adult - library board of trustees",,,,,
"Tonganoxie Public Library","Adult - other",25,,,,Yes
"Tonganoxie Public Library","Adult - self registered during the pandemic",,,,,
"Tonganoxie Public Library","Adult - temporary",,,,,
"Tonganoxie Public Library","Highland Community College - community member",,,,,
"Tonganoxie Public Library","Highland Community College - faculty",,,,,
"Tonganoxie Public Library","Highland Community College - faculty outreach",,,,,
"Tonganoxie Public Library","Highland Community College - staff",,,,,
"Tonganoxie Public Library","Highland Community College - student",,,,,
"Tonganoxie Public Library","Highland Community College - student outreach",,,,,
"Tonganoxie Public Library","Louisburg - Hoopla access",,,,,
"Tonganoxie Public Library","Minor - (age 00-11)",1,1,,,
"Tonganoxie Public Library","Minor - (age 00-17)",1194,20,15,1,Yes
"Tonganoxie Public Library","Minor - (age 12)",,,,,
"Tonganoxie Public Library","Minor - (age 13-17)",1,,,,
"Tonganoxie Public Library","Minor - digital only (age 00-11)",,,,,
"Tonganoxie Public Library","Minor - digital only (age 00-17)",,,,,
"Tonganoxie Public Library","Minor - digital only (age 12)",,,,,
"Tonganoxie Public Library","Minor - digital only (ages 13-17)",,,,,
"Tonganoxie Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Tonganoxie Public Library","Minor - other (age 00-17)",1,,,,Yes
"Tonganoxie Public Library","Minor - temporary",,,,,
"Tonganoxie Public Library","Organization - book club",3,,,,Yes
"Tonganoxie Public Library","Organization - interlibrary loan (exempt-ILL)",17,,,,Yes
"Tonganoxie Public Library","Staff - in house use (exempt)",3,,,,Yes
"Tonganoxie Public Library","Staff - library associate (exempt)",14,,,,Yes
"Tonganoxie Public Library","Staff - Permissions template",,,,,
"Tonganoxie Public Library","Staff - SIP user",3,,,,
"Tonganoxie Public Library","Staff - statistical purposes",1,,,,Yes
"Tonganoxie Public Library","Staff - system login (exempt)",25,,,,
"Tonganoxie Public Library","Student (exempt)",,,,,
"Tonganoxie Public Library","Student (public library)",,,,,
"Tonganoxie Public Library","Teacher/Faculty/Administrator (exempt)",19,,,,Yes
"Tonganoxie Public Library","Teacher/Faculty/Administrator (public library)",,,,,
"Valley Falls, Delaware Township Library",Adult,468,8,1,,Yes
"Valley Falls, Delaware Township Library","Adult - college student",,,,,
"Valley Falls, Delaware Township Library","Adult - digital only",,,,,
"Valley Falls, Delaware Township Library","Adult - homebound",,,,,
"Valley Falls, Delaware Township Library","Adult - library associate",,,,,
"Valley Falls, Delaware Township Library","Adult - library board of trustees",,,,,
"Valley Falls, Delaware Township Library","Adult - other",11,,,,Yes
"Valley Falls, Delaware Township Library","Adult - self registered during the pandemic",,,,,
"Valley Falls, Delaware Township Library","Adult - temporary",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - community member",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - faculty",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - faculty outreach",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - staff",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - student",,,,,
"Valley Falls, Delaware Township Library","Highland Community College - student outreach",,,,,
"Valley Falls, Delaware Township Library","Louisburg - Hoopla access",,,,,
"Valley Falls, Delaware Township Library","Minor - (age 00-11)",,,,,
"Valley Falls, Delaware Township Library","Minor - (age 00-17)",88,,1,,Yes
"Valley Falls, Delaware Township Library","Minor - (age 12)",,,,,
"Valley Falls, Delaware Township Library","Minor - (age 13-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (age 00-11)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (age 00-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (age 12)",,,,,
"Valley Falls, Delaware Township Library","Minor - digital only (ages 13-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - Osawatomie student (age 00-17)",,,,,
"Valley Falls, Delaware Township Library","Minor - other (age 00-17)",3,,,,Yes
"Valley Falls, Delaware Township Library","Minor - temporary",,,,,
"Valley Falls, Delaware Township Library","Organization - book club",,,,,Yes
"Valley Falls, Delaware Township Library","Organization - interlibrary loan (exempt-ILL)",1,,,,Yes
"Valley Falls, Delaware Township Library","Staff - in house use (exempt)",,,,,
"Valley Falls, Delaware Township Library","Staff - library associate (exempt)",13,1,,,Yes
"Valley Falls, Delaware Township Library","Staff - Permissions template",,,,,
"Valley Falls, Delaware Township Library","Staff - SIP user",,,,,
"Valley Falls, Delaware Township Library","Staff - statistical purposes",,,,,
"Valley Falls, Delaware Township Library","Staff - system login (exempt)",23,,,,
"Valley Falls, Delaware Township Library","Student (exempt)",,,,,
"Valley Falls, Delaware Township Library","Student (public library)",,,,,
"Valley Falls, Delaware Township Library","Teacher/Faculty/Administrator (exempt)",16,,,,Yes
"Valley Falls, Delaware Township Library","Teacher/Faculty/Administrator (public library)",,,,,
"Wellsville City Library",Adult,773,14,8,,Yes
"Wellsville City Library","Adult - college student",,,,,
"Wellsville City Library","Adult - digital only",,,,,
"Wellsville City Library","Adult - homebound",,,,,
"Wellsville City Library","Adult - library associate",,,,,
"Wellsville City Library","Adult - library board of trustees",,,,,
"Wellsville City Library","Adult - other",109,4,,1,Yes
"Wellsville City Library","Adult - self registered during the pandemic",1,,,,
"Wellsville City Library","Adult - temporary",,,,,
"Wellsville City Library","Highland Community College - community member",,,,,
"Wellsville City Library","Highland Community College - faculty",,,,,
"Wellsville City Library","Highland Community College - faculty outreach",,,,,
"Wellsville City Library","Highland Community College - staff",,,,,
"Wellsville City Library","Highland Community College - student",,,,,
"Wellsville City Library","Highland Community College - student outreach",,,,,
"Wellsville City Library","Louisburg - Hoopla access",,,,,
"Wellsville City Library","Minor - (age 00-11)",,,,,
"Wellsville City Library","Minor - (age 00-17)",314,5,1,,Yes
"Wellsville City Library","Minor - (age 12)",,,,,
"Wellsville City Library","Minor - (age 13-17)",,,,,
"Wellsville City Library","Minor - digital only (age 00-11)",,,,,
"Wellsville City Library","Minor - digital only (age 00-17)",,,,,
"Wellsville City Library","Minor - digital only (age 12)",,,,,
"Wellsville City Library","Minor - digital only (ages 13-17)",,,,,
"Wellsville City Library","Minor - Osawatomie student (age 00-17)",,,,,
"Wellsville City Library","Minor - other (age 00-17)",7,,,,Yes
"Wellsville City Library","Minor - temporary",,,,,
"Wellsville City Library","Organization - book club",2,,,,Yes
"Wellsville City Library","Organization - interlibrary loan (exempt-ILL)",1,,,,Yes
"Wellsville City Library","Staff - in house use (exempt)",1,,,,Yes
"Wellsville City Library","Staff - library associate (exempt)",2,,,,Yes
"Wellsville City Library","Staff - Permissions template",,,,,
"Wellsville City Library","Staff - SIP user",,,,,
"Wellsville City Library","Staff - statistical purposes",,,,,
"Wellsville City Library","Staff - system login (exempt)",23,,,,
"Wellsville City Library","Student (exempt)",,,,,
"Wellsville City Library","Student (public library)",,,,,
"Wellsville City Library","Teacher/Faculty/Administrator (exempt)",24,1,,,Yes
"Wellsville City Library","Teacher/Faculty/Administrator (public library)",,,,,
"Wetmore Public Library",Adult,205,2,1,,Yes
"Wetmore Public Library","Adult - college student",,,,,
"Wetmore Public Library","Adult - digital only",,,,,
"Wetmore Public Library","Adult - homebound",,,,,
"Wetmore Public Library","Adult - library associate",,,,,
"Wetmore Public Library","Adult - library board of trustees",,,,,
"Wetmore Public Library","Adult - other",1,,,,Yes
"Wetmore Public Library","Adult - self registered during the pandemic",,,,,
"Wetmore Public Library","Adult - temporary",,,,,
"Wetmore Public Library","Highland Community College - community member",,,,,
"Wetmore Public Library","Highland Community College - faculty",,,,,
"Wetmore Public Library","Highland Community College - faculty outreach",,,,,
"Wetmore Public Library","Highland Community College - staff",,,,,
"Wetmore Public Library","Highland Community College - student",,,,,
"Wetmore Public Library","Highland Community College - student outreach",,,,,
"Wetmore Public Library","Louisburg - Hoopla access",,,,,
"Wetmore Public Library","Minor - (age 00-11)",,,,,
"Wetmore Public Library","Minor - (age 00-17)",95,,1,,Yes
"Wetmore Public Library","Minor - (age 12)",,,,,
"Wetmore Public Library","Minor - (age 13-17)",,,,,
"Wetmore Public Library","Minor - digital only (age 00-11)",,,,,
"Wetmore Public Library","Minor - digital only (age 00-17)",,,,,
"Wetmore Public Library","Minor - digital only (age 12)",,,,,
"Wetmore Public Library","Minor - digital only (ages 13-17)",,,,,
"Wetmore Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Wetmore Public Library","Minor - other (age 00-17)",,,,,Yes
"Wetmore Public Library","Minor - temporary",,,,,
"Wetmore Public Library","Organization - book club",2,,,,Yes
"Wetmore Public Library","Organization - interlibrary loan (exempt-ILL)",1,,,,Yes
"Wetmore Public Library","Staff - in house use (exempt)",1,,,,
"Wetmore Public Library","Staff - library associate (exempt)",,,,,
"Wetmore Public Library","Staff - Permissions template",,,,,
"Wetmore Public Library","Staff - SIP user",,,,,
"Wetmore Public Library","Staff - statistical purposes",,,,,
"Wetmore Public Library","Staff - system login (exempt)",23,,,,
"Wetmore Public Library","Student (exempt)",,,,,
"Wetmore Public Library","Student (public library)",,,,,
"Wetmore Public Library","Teacher/Faculty/Administrator (exempt)",1,,,,Yes
"Wetmore Public Library","Teacher/Faculty/Administrator (public library)",,,,,
"Williamsburg Community Library",Adult,281,2,2,,Yes
"Williamsburg Community Library","Adult - college student",1,,,,Yes
"Williamsburg Community Library","Adult - digital only",,,,,
"Williamsburg Community Library","Adult - homebound",,,,,
"Williamsburg Community Library","Adult - library associate",,,,,
"Williamsburg Community Library","Adult - library board of trustees",,,,,
"Williamsburg Community Library","Adult - other",3,,,,Yes
"Williamsburg Community Library","Adult - self registered during the pandemic",,,,,
"Williamsburg Community Library","Adult - temporary",,,,,
"Williamsburg Community Library","Highland Community College - community member",,,,,
"Williamsburg Community Library","Highland Community College - faculty",,,,,
"Williamsburg Community Library","Highland Community College - faculty outreach",,,,,
"Williamsburg Community Library","Highland Community College - staff",,,,,
"Williamsburg Community Library","Highland Community College - student",,,,,
"Williamsburg Community Library","Highland Community College - student outreach",,,,,
"Williamsburg Community Library","Louisburg - Hoopla access",,,,,
"Williamsburg Community Library","Minor - (age 00-11)",,,,,
"Williamsburg Community Library","Minor - (age 00-17)",80,2,,,Yes
"Williamsburg Community Library","Minor - (age 12)",,,,,
"Williamsburg Community Library","Minor - (age 13-17)",,,,,
"Williamsburg Community Library","Minor - digital only (age 00-11)",,,,,
"Williamsburg Community Library","Minor - digital only (age 00-17)",,,,,
"Williamsburg Community Library","Minor - digital only (age 12)",,,,,
"Williamsburg Community Library","Minor - digital only (ages 13-17)",,,,,
"Williamsburg Community Library","Minor - Osawatomie student (age 00-17)",,,,,
"Williamsburg Community Library","Minor - other (age 00-17)",,,,,Yes
"Williamsburg Community Library","Minor - temporary",,,,,
"Williamsburg Community Library","Organization - book club",8,,,,Yes
"Williamsburg Community Library","Organization - interlibrary loan (exempt-ILL)",285,,2,,Yes
"Williamsburg Community Library","Staff - in house use (exempt)",1,,,,Yes
"Williamsburg Community Library","Staff - library associate (exempt)",,,,,
"Williamsburg Community Library","Staff - Permissions template",,,,,
"Williamsburg Community Library","Staff - SIP user",,,,,
"Williamsburg Community Library","Staff - statistical purposes",,,,,
"Williamsburg Community Library","Staff - system login (exempt)",25,,,,
"Williamsburg Community Library","Student (exempt)",,,,,
"Williamsburg Community Library","Student (public library)",,,,,
"Williamsburg Community Library","Teacher/Faculty/Administrator (exempt)",,,,,
"Williamsburg Community Library","Teacher/Faculty/Administrator (public library)",,,,,
"Winchester Public Library",Adult,468,4,3,,Yes
"Winchester Public Library","Adult - college student",,,,,
"Winchester Public Library","Adult - digital only",,,,,
"Winchester Public Library","Adult - homebound",3,,,,Yes
"Winchester Public Library","Adult - library associate",,,,,
"Winchester Public Library","Adult - library board of trustees",,,,,
"Winchester Public Library","Adult - other",3,,,,Yes
"Winchester Public Library","Adult - self registered during the pandemic",2,,,,
"Winchester Public Library","Adult - temporary",,,,,
"Winchester Public Library","Highland Community College - community member",,,,,
"Winchester Public Library","Highland Community College - faculty",,,,,
"Winchester Public Library","Highland Community College - faculty outreach",,,,,
"Winchester Public Library","Highland Community College - staff",,,,,
"Winchester Public Library","Highland Community College - student",,,,,
"Winchester Public Library","Highland Community College - student outreach",,,,,
"Winchester Public Library","Louisburg - Hoopla access",,,,,
"Winchester Public Library","Minor - (age 00-11)",,,,,
"Winchester Public Library","Minor - (age 00-17)",95,2,,,Yes
"Winchester Public Library","Minor - (age 12)",,,,,
"Winchester Public Library","Minor - (age 13-17)",,,,,
"Winchester Public Library","Minor - digital only (age 00-11)",,,,,
"Winchester Public Library","Minor - digital only (age 00-17)",,,,,
"Winchester Public Library","Minor - digital only (age 12)",,,,,
"Winchester Public Library","Minor - digital only (ages 13-17)",1,,,,
"Winchester Public Library","Minor - Osawatomie student (age 00-17)",,,,,
"Winchester Public Library","Minor - other (age 00-17)",1,,,,Yes
"Winchester Public Library","Minor - temporary",,,,,
"Winchester Public Library","Organization - book club",1,,,,Yes
"Winchester Public Library","Organization - interlibrary loan (exempt-ILL)",176,,,,Yes
"Winchester Public Library","Staff - in house use (exempt)",,,,,
"Winchester Public Library","Staff - library associate (exempt)",4,,,,Yes
"Winchester Public Library","Staff - Permissions template",,,,,
"Winchester Public Library","Staff - SIP user",,,,,
"Winchester Public Library","Staff - statistical purposes",,,,,
"Winchester Public Library","Staff - system login (exempt)",23,,,,
"Winchester Public Library","Student (exempt)",,,,,
"Winchester Public Library","Student (public library)",,,,,
"Winchester Public Library","Teacher/Faculty/Administrator (exempt)",1,,,,
"Winchester Public Library","Teacher/Faculty/Administrator (public library)",,,,,
